"title","content"
"202110beaconenglish_0","©AIChE 2021. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or 646 -495-1371.
aiche.org/ccps www.iomosaic.com
OCTOBER 2021 How do you know your safety devices are working?
• Active safety devices such as alarms, interlocks, or 
shutdown systems must be tested on a schedule, or 
reliability deteriorates over time (Fig. 4). This is 
particularly true of gas detectors which are sensitive 
instruments that require regular calibration. 
• Most safety devices are not called on to function during 
normal operation of your plant. If they are not working 
because of component failure or an operational error 
such as disabling them, the failure is hidden.
• A robust reliability program tests all components as a 
system to confirm that the entire system will work when 
needed. Inspection, testing, and maintenance frequency 
and procedures are established by your plant engineers 
based on reliability calculations and failure data.
• Results of inspection, testing, and maintenance activities 
for safety devices must be documented.
• Test results should be reviewed to identify chronic 
failure issues, and to confirm that component failure 
rates are consistent with the designer’s assumptions. Did You Know?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
In October 2019, a  lone -worker employee responded to a pump oil 
level alarm at an unmanned waterflood station in Texas. A 
waterflood station pumps water separated from crude oil back into 
the underground oil formation to improve extraction. The employee 
isolated the pump by closing valves but did not perform Lockout / 
Tagout. At some point, the pump automatically started, and water 
known to  contain hydrogen sulfide (H2S), a toxic gas, was released. 
The employee died from exposure to H2S. The tragedy was 
compounded when the employee’s wife searched for him and went 
into the waterflood station. She was also exposed to H2S and died.
There were many failures in process safety management systems 
which contributed to this incident. This Beacon will focus on on e of 
the contributing causes –the failure of the H2S  alarm system. The 
waterflood station was equipped with an H2S detection and alarm 
system. However, the alarm panel did not receive a signal from the 
indoor or outside detect ors (Fig. 1 and Fig. 3). Therefore, the H2S 
alarm warning light (Fig. 2) was not activated. Some detectors were 
set in test mode, which prevented them from sending an alarm 
signal. Other detectors were correctly set up, but the signals were 
not received by the alarm panel. Investigators were unable to find 
any maintenance, testing, or calibration records for the H2S 
detection and alarm system.
Inspect and test your safety systems to be sure they work!What Can You Do?
Fig. 1: One of the
H2S detectorsFig. 2: H2S alarm warning light
• If you are involved in inspecting and testing safety 
alarms, interlocks, and other safety devices, always 
follow procedures rigorously, and document the results.
• Use written checklists and procedures to ensure that 
required tests are properly done.
• Always remember to put the safety device back online 
when inspection and testing are complete.
• Know where to find the results of safety device tests. If 
you find that the required tests have not been done or 
documented, report your observations to management.
• If you are aware of safety devices that do not have 
inspection and testing programs, report this to 
management.
Reference:  https://www.csb.gov/csb -releases -final -aghorn -investigation -report/
Fig. 3: H2S 
detector 
location
(Figures 1 -3 
from US CSB 
report –see 
reference)
Without testing, 
the safety device 
deterioratesEach test brings the safety device 
back to near 100% reliability
Time ReliabilityFig. 4: Safety 
device
(H2S alarm) 
reliability"
"202111beaconenglish","©AIChE 2021. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or 646 -495-1371.
aiche.org/ccps www.iomosaic.com
November  2021 Happy 20thAnniversary –Process Safety Beacon
The Beacon –sharing process safety lessons for 20 years!The Process Safety Beacon is the most -read AIChE 
publication. An estimated 1 million people read the 
Beacon around the world.
The Beacon is written monthly by a committee that 
rigorously reviews the materials to ensure it is accurate 
and useful to the readers. This committee deserves a 
big Thank You for their efforts across the last 20 years
The Beacon is now available in 40languages thanks to 
many dedicated translators who take the time to make 
accurate translations. 
The Beacon is free to all ; to subscribe, follow this link 
https ://aiche.informz.net/AICHE/pages/Beacon_Subscri
be_Page
Copying and sharing the Beacon is not only allowed, it 
is encouraged. 
While the incident description in the Beacon focuses on 
a few contributing causes, often there are many other 
issues that contributed to the event. Figure 1  Process Safety Beacons across 20 yearsDid You Know?
What Can You Do?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
Discuss the Beacon with your team and look for the 
key idea(s) that could apply to your operations
Read the Beacon and ask yourself some questions 
such as:
Could an event like this occur in my area?
What safety systems do  we have to prevent 
such an incident?
Are the safeguards kept in good condition?
Keep reading and sharing the Beacon
If you have an idea for a Beacon topic please send it 
to: ccps_beacon@aiche.org
Twenty years ago, a group of CCPS -member 
company representatives met and determined that a 
new process safety tool was needed. That tool was 
meant for frontline employees –mainly operations 
and maintenance personnel. The outcome was the 
CCPS Process Safety Beacon. From the first edition 
in November of 2001 as a text document, the 
committee has published it monthly and it is now 
emailed to over 30,000  subscribers. The readership 
has grown from a few hundred to an estimated 1 
million. 
The Beacon is intended to provide a process safety 
message for frontline employees that can be shared, 
posted on bulletin boards, used in toolbox meetings 
and for safety moments to remind people about  
process safety topics.
Across its 20 -year history, 200+ Beacons have been 
published; you can access them through the Process 
Safety Beacon Archive at 
https://www.aiche.org/ccps/resources/process -safety -
beacon/archivesNovember 2021November 2001
November 2011
"
"202112beaconenglish","©AIChE 2021. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or 646 -495-1371.
aiche.org/ccps www.iomosaic.com
December 2021 Situational Awareness: A key to avoiding errors
Two operators were sent to change valve 
positions and bring a pump on -line. When the 
valve would not open, the operators decided to 
remove the gearbox to access the valve stem 
directly and open the valve with a wrench. This 
activity could be done without affecting the valve 
top cap on most valves of this type. However, 
this valve was a different model. When the 
operators removed the gearbox from this valve, 
the operators also removed the mounting bolts 
that secured the valve top cap. 
When the valve was opened manually, a large 
vapor leak occurred, ignited, and caused 
serious damage. 
Situational Awareness: Check Before You Act Situational awareness is recognizing where you 
are and what is needed to perform the task safely. 
Inadequate situational awareness is a major factor 
in accidents caused by human error. 
Having several configurations for equipment in an 
area or unit can be confusing and create an error 
trap –making it easier for someone to make a 
mistake.
Having a second person to observe the operation 
is sometimes called the ‘4 -Eyes Principle.’ 
However, this practice improves safety only if the 
observer knows how to perform the task andis 
willing to intervene if an error is made or an unsafe 
situation develops. 
Prepare for an activity by reading the procedure 
BEFORE going to the field.
Take two minutes before doing the task to ask 
yourself “ What could go wrong?” , to review/check 
if you have the procedure, PPE and equipment 
needed to perform the job safely. 
If you observe an error trap, notify your supervisor 
and file a safety report.
If an error trap cannot be corrected quickly, tag the 
device to alert others.
Make sure all valve positions, the status of the 
equipment, and expected process conditions are 
identified in task procedures to reduce errors.
If asked to perform a task that you haven’t done in 
a while, review the procedures and ask a coworker 
if anything has changed.Figure 1: Diagram showing correct and incorrect ways to 
remove the handwheel described in the incident (Ref . Figure 
3 CSB report  2016 -02-I-LA )Did You Know?
What Can You Do?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
Valve Disassembled on Day of Incident
Actual Gearbox Removal Designed Gearbox Removal"
"202201beaconenglish_","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.
aiche.org/ccps www.iomosaic.com
©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.January 2022 The drawing and procedures were missing some things
Did You Know?
What Can You Do?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
•The plant had been running for many years before 
process safety regulations required accurate P&IDs, or 
operating procedures. Management of Change (MOC) 
was not used as rigorously as it is today.
•If your process was built before process safety regulations 
came into effect, you may have similar error traps lurking 
about.
•Operating Procedures must be up to date and must be 
followed exactly. Errors in procedures should be 
corrected.
•Operating Procedures should be well written and  
describe the process steps  in a safe manner, to protect 
you, your company, and the community.
•Hazards of overfill were discussed in two Process Hazard 
Analysis (PHA) studies before the incident occurred. 
Credit was taken for the HiHi level interlock. It appears 
the operators never mentioned the “emergency power 
supply”. It wasn’t marked on the drawings, nor 
mentioned in the operating procedures which hid this 
weakness from the hazard review teams.
•All changes that can affect the process –including 
temporary power supplies –need to go through MOC.
•Safety interlocks should not be used to routinely stop the 
filling of a tank. The operating procedures should identify 
the normal point to stop filling.On October 11, 2008, an overfill of oleum (a solution of sulfur 
trioxide in sulfuric acid) put a cloud of toxic and corrosive  
SO3/H2SO4 mist across three towns in Pennsylvania. About 2500 
people had to evacuate or shelter -in-place. Fortunately, no serious 
injuries occurred. 
Originally , the facility was built with one power supply and three 
plug -in pumps. This prevented more than one pump being used at a 
time. To prevent an overfill, this power supply was interlocked to 
stop the pump on a High -High (HiHi) level in either tank 1501 or 
1502. However, in the 1980’s, a “temporary” emergency power 
supply was added after several power outages in  the main/normal 
system. This emergency system was never added to the Piping and 
Instrumentation Diagrams (P&IDs), nor to the operating procedures. 
Importantly, it was NOT controlled by the HiHi level interlock. 
On the day of the overflow, an operator was called in and began to 
pump oleum from Tank 610 to Tank 1502. To save time, he also 
began a transfer from Tank 611 to Tank 1502 by plugging  another 
pump into the emergency power supply. This practice had been 
passed from operator to operator for many years, but it was not 
documented nor managed within the Process Safety Program. The 
HiHi Level switch was unable to stop the transfer from tank 611 and 
tank 1502 overfilled, releasing oleum.
Drawings and procedures need to be accurate , up-to-date, & followed ! •During  Process Hazards Analysis (PHA) meetings, look 
carefully at the drawings. If they don’t match what is in 
the field or if something is missing, point that out.
•All “undocumented practices” need to be pointed out to 
the supervisor. These practices must be written down, 
checked, and approved. 
•Follow your procedures. If they aren’t complete –or 
don’t match your current practices –get someone to 
review and correct them. 
•Beware of minor changes to the process. These should go 
through the Management of Change (MOC) procedure .Fig. 1  Schematic of the oleum transfer system (see reference below)
Reference:  https://www.csb.gov/indspec -chemical -corporation -oleum -
release/
I-1
NOT on 
Drawings or 
Interlock or OPs
LSHHLSHH"
"202202beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.www.dekra.us/process -safety
 aiche.org/ccps
February  2022 Piping Dead Legs –Another hazard in plain sight! 
Dead Legs can be very alive. Never assume that abandoned piping is not corroding.Did You Know?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
What Happened?
At a refining site, an x -ray examination 
was done on a 2” drain line connected 
to a 12” crude line. The x -ray showed 
deep pits beneath deposits of process 
material in a horizontal section of the 
drain line. Further inspection of other 
locations identified more areas with 
significant internal corrosion. These 
were typical cases of Dead Leg 
Corrosion. The Dead Leg Inspection in 
this case certainly prevented a Loss of 
Containment Incident.
Various dead leg piping configurations 
can form dead legs as shown in Fig. 1. 
The Beacon Committee would like to 
thanks Reliance Industries LTD. For 
providing the material for this Beacon .
Source for the Fig1: Linkedin article by 
Mohammed Said Mechanical Integrity & Hazard 
Identification of Dead LegCorrosion in dead legs represents a significant threat to the integrity of 
process and utility piping. 
Dead legs can be left from initial piping installation when they were used for 
flushing, draining or pressure testing. They should have been removed 
before commissioning.
Dead legs that contain potentially corrosive materials such as contaminated 
water, or deposits of solid materials require focused inspection attention. 
Even gases like H2S can be corrosive. 
Piping that was flushed and drained may still contain hazardous materials. 
Opening these lines should require the same caution as if they were full. 
What Can You Do?
Dead legs should beidentified and besubjected toaregular review to
decide ifthey arestill needed .Those that arenotused should beremoved
following theManagement ofChange (MOC) procedures .
The facility should have program formanaging dead legs.The program
should include :
o Aschedule forperiodic flushing ofdead legs
o Inspection plan based ontheanticipated corrosion rates
o Review dead leg inspection results during Process Hazard and MOC
reviewsFigure 1. Hazard identification of Dead Leg Piping associated with 
VesselProcess piping associated with a 
vessel (normally piping section 
upstream of 1st closed valve, and 
normally the piping within the liquid 
level range of the vessel.
Lowest section of piping where 
complete draining is not possible
Piping section either upstream or 
downstream of a closed valve where 
intention is to keep valve closed and so 
therefore create a closed dead leg
A Section of piping which is not in the 
normal flow but which can not be 
isolated from the normal flow e. g. 
obsolete linesPipe Sections that are used 
intermittently e.g. valve 
bypass and non -operating 
sections of spared assetsDrain piping at the bottom of 
vessel (normally upstream of 
1st isolation valve)"
"202203beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.
aiche.org/ccps www.iomosaic.com
©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.Even if not spark -scattering, the use of electrical tools is Hot Work!This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
Hot Work is more than Welding, Burning & Grinding March 2022
Did You Know?
•Welding, flame -cutting and grinding are well -known 
Hot Work hazards, because they can be “spark -
scattering” activities sending sparks a long way. 
•Many other tools  -like electrical tools or even some 
hand tools -also produce more localized ignition 
hazards either from heat or from sparks from the 
motor brushes. As battery -powered tools become 
more powerful and more common, they represent 
an increasing ignition hazard.
•Electronic devices being used (e.g. cameras, test 
equipment, tablets) need to be certified for use in 
classified areas.
•All these hazards can be managed using well -
planned Hot Work and safe work reviews before 
issuing permits.
•Sometimes, contractors bring other hazards with 
their tools or construction materials. 
•Even a fire that does not injure or kill people can 
cost a company a lot of money due to the damage 
and  business interruption. 
•Confined Space Work is one of the highest hazard 
activities in our industry. Many people have been 
hurt or killed during those activities.
•If you issue or oversee work permit systems, make 
sure you understand the work contractors will be 
doing, and the methods, materials and tools they 
will be using. 
•The permit issuer is responsible to protect 
contractors from the hazards of the processes. But 
the issuer must also recognize any hazards that 
contractors bring with them and protect company 
facilities from those hazards. 
•Emphasize to the workers that if anything in the 
original plan changes –they must check back with 
the issuer to see if the permit and the precautions 
need to be updated.What Can You Do?
Fig. 1: 
Heat Gun 
Ignition 
source
Fig. 2: After the fire
Fig. 3: Columns
size comparison addedOn September 21, 2020, a fire (Fig. 2) 
was ignited in a bucket of flammable 
resin being used to reline a Fiberglass 
Reinforced Plastic (FRP) tower at a 
papermill. Smoke and fumes from the 
fire killed two contractors. There are 
many lessons to be learned from this 
event. This Beacon will focus on the 
uncontrolled Hot Work aspect of the 
incident.
The plant was shut down for a 
turnaround, including internal repairs 
to the Upflow and Downflow bleaching 
columns (Fig. 3). 
The repairs to these were managed under two Confined Space 
Entry (CSE) Permits.  Hot Work was not planned, nor authorized 
for either job. There were no flammable materials in the towers, 
though the FRP walls in the Upflow Tower were combustible. 
On the day of the fire, the crew working in the Upflow Tower 
(left) were having difficulty getting their resin to cure properly, 
due to cool temperatures. When they found no drum heaters for 
the drum outside the tower, they decided to use a heat gun (Fig. 
1) for the bucket at their working place ( marked red ). 
The heat gun was accidentally dropped into a resin bucket, 
igniting the flammable contents. The crew didn’t have a fire 
extinguisher, and the fire spread –eventually igniting the FRP 
walls. Two contractors working in the connected Downflow 
Tower ( right; marked green ) were overcome by the gases before 
they could escape.
Reference & Figures 
https://www.csb.gov/assets/1/20/evergreen_investigation_report_final.pdf?16709"
"202204beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.www.dekra.us/process -safety
 aiche.org/ccps
Process Safety lessons from a ship fire
Look for process safety lessons in the news!Did You Know?
What Can You Do?Image hereThis issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
April 2022
On July 12, 2020, a fire broke out on the US Navy ship USS 
Bonhomme Richard while it was docked in San Diego, 
California. The fire burned for 5 days and spread to 11 of the 
15 decks of the ship. Temperatures from the fire exceeded 
1400 °F (760 °C). The financial loss was more than 3 billion 
dollars, and the ship was decommissioned. 
Following the fire, the US Navy conducted a study of 15 fires 
which had occurred in ships over a 12 -year period prior to the 
Bonhomme Richard fire. This study identified multiple 
recurring causal factors, both in how the fires started, and how 
they escalated. Several of the causal factors in the Navy ship 
fires are also potential causes for a fire, or for a fire to grow 
into a more severe incident, in the process industries.
Reference: “Major Fires Review Executive Summary, Commander, U. S. Fleet Forces 
Command and Commander, US Pacific Fleet, July 15, 2021 (Release October 19, 2021). 
https:// www.documentcloud.org/documents/21089015 -for-release -major -fires -
review -19-oct-21Some findings from the US Navy investigation which are relevant 
to process industry plants include :
Unauthorized materials were brought onto the ship.
Combustible and hazardous materials were handled and 
stored improperly.
Procedures were not followed,  and inspection programs 
were ineffective.
Excessive amounts of combustible and hazardous materials 
were stored in portable containers with no recognition of 
the fire risk.
There was no comprehensive review, approval or oversight 
of hot work, and there was no temporary fire protection or 
fire response plan in place.
Personnel were not proficient in the use of fire detection 
and suppression systems and emergency communications 
equipment .
If your plant handles flammable, combustible, or other 
hazardous materials in portable containers, always store the 
containers in properly designated areas which are compliant 
with regulations and standards for storage of those 
materials.
Return unused material in containers to designated storage 
areas immediately when you determine they are no longer 
needed in the production area.
Rigorously follow your plant procedures for hot work and 
other work which requires a permit.
Review other Beacons which discuss hot work (6/2018, 
5/2020, 8/2020, 8/2021, 3/2022, search www.aiche.org for 
“Beacon”).
Participate in emergency drills and report any issues you 
observe during the drills so that emergency procedures can 
be improved. 
If your plant has not had an emergency drill recently suggest 
that one be conducted.
Skim through the referenced US Navy report and look for 
other lessons relevant to your plant. "
"202205beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.
aiche.org/ccps www.iomosaic.com
©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.May 2022 “ What happens if ?”  An important question for hazard reviews
Batch processes can have many manual operations which 
increase the possibility for human errors.
Chemicals are often supplied and stored in similar 
containers. Labelling of those containers is the primary 
safeguard to prevent a mistake. (see January 2021 Beacon 
“Material identification –the first link in the process safety 
system” )
Many hazard review methods require a review of past 
incidents with that process. Past events reveal weaknesses 
that may be present if safeguards are not working well. 
Companies need to conduct thorough process hazard 
reviews that include evaluating potential human errors and 
error traps. Asking “What if ? “ or “What happens if ?”  are 
important to protect workers, the environment, and the 
company.
Blending operations are usually simple mixing procedures 
with no intended chemical reaction. However, reactions can 
be caused by possible contamination, wrong material or 
material that is added at the wrong time/step.
Tanks and mixing vessels should be closed, sealed and 
vented to a safe location when in operation to prevent spills 
and chemical exposures.Post-explosion photo of the AB Specialty Silicones 
facility. (Reference CSB report No. 2019 -03-I-lL)Did You Know?
What Can You Do?Image hereThis issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
On May 3, 2019, operators at a plant in Waukegan, Illinois were 
performing a batch operation, manually adding and mixing 
chemicals in a tank inside a building. An operator pumped an 
incorrect chemical into the tank. That chemical was incompatible 
with a chemical already in the tank. After the chemicals were 
mixed; they reacted. The tank contents foamed and overflowed 
from the tank top opening. The reaction produced highly 
flammable hydrogen gas which was released into the building. The 
hydrogen ignited, and the explosion destroyed the building, fatally 
injuring four employees. 
The incompatible chemical was stored in a 55 -gallon blue plastic 
drum identical to drums containing the correct chemicals. The only 
differentiating markings were small labels on the drums and bung 
caps. The company did not have a written procedure requiring 
employees to segregate incompatible chemicals in the production 
building or to remove containers after use. In March 2019, two 
months before this incident, this company had a near -miss 
involving two chemicals stored in similar 55 -gallon blue metal 
drums. The wrong material was added to a batch from similar 
drums. To avoid confusion from similar containers, it developed a 
procedure for 2 people to verify material identity prior to addition.
This company assessed product manufacturing operations using a 
“Technical Service Request” (TSR), which evaluated business and 
safety risks. The TSR did not, and was not intended to, assess 
hazards of process operations or to establish safeguards.
During the incident, workers recognized that a process upset had 
occurred when the tank overflowed, and a fog formed. However, 
the workers did not recognize the immediate hydrogen hazard 
created by the upset which was noted on the Safety Data Sheet 
(SDS) for the input material.When participating in hazard reviews, be honest about 
possible errors that could occur and errors that have
occurred. Even those that seem minor.
Hazard reviews need to evaluate possible reactions even if 
the process is not designed to have reactions. 
The best way to evaluate possible reactivity issues is to 
conduct a reactivity review using the unit’s 
reactivity/compatibility matrix. If you are not aware of this 
matrix, ask your supervisor if a copy is available.
(See the July 2016 Beacon for details on such matrices.)
The best way to stay alert and involved in a hazard review is 
to actively participate, by both asking questions and 
listening to the responses.
When asked, d ouble -check tasks or materials rigorously 
and in person.
Sometimes, we need to think the “unthinkable.”"
"202206beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.
aiche.org/ccps www.iomosaic.com
©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.June 2022 Some mistakes take time to become incidents
A company decided to stop making a chemical product. One 
of the input materials was toxic and corrosive phosphorus 
trichloride (PCl3). The lines to the storage tank and the 
process area were cleared of PCl3. A few years later, an 
operator found a leak outdoors. The investigation found that 
the leak was coming from the “empty” PCl3line. No one was 
injured and the spill was contained.
During the clearing and flushing steps to shut down the PCl3
facility, someone missed clearing or flushing that section of 
line. It took a while, but the material corroded the “empty” 
pipe and caused a release. 
We think of catastrophic incidents as occurring quickly like an 
explosion. However, many serious incidents have occurred 
months or even years after a mistake was made.
An operator may have mistakenly opened the wrong valve, 
realized the mistake ,closed it, but never told anyone. Did 
some material pass through in that short time? What 
happens or when it will occur is difficult to predict, but it 
could cause a serious problem.
Or take another example: A maintenance technician is 
replacing the seal on a pump. The wrong seal is picked up in 
the stockroom and  installed. When put into service, it may 
take some more time for the incorrect seal to fail. The 
incorrect seal will probably fail before the correct one.We are human; we make mistakes. Even highly trained 
people like pilots and astronauts make mistakes!
There are two kinds of mistakes: 
 Not taking the required action or doing it at the 
wrong time (error of omission). 
 Knowing the correct thing to do but choosing to 
do something different (error of commission). 
Safety barriers prevent process safety incidents. It may 
take time for all the barriers to fail, then an incident 
occurs. 
However, before then, there may be warning signs of 
failed barriers –noises, odors, drips, etc. Watching for 
and responding to those warning signs is how to prevent 
the major incidents.Did You Know?
What Can You Do?Image hereThis issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
When performing a task, no matter how simple, follow 
the directions and steps. If there are conflicts or errors, 
report them to your supervisor.
If you make a mistake when performing your tasks, 
report it. Better to be slightly embarrassed than to have 
someone get injured.
Watch for warning signs. Review, for instance, the 
Beacons of September 2012, ”What can I do? I’m just 
the operator”, and December 2015, “Stop! Look! 
Listen!”.
When others make mistakes, make the effort to 
understand their errors so you can learn from them. 
When discussing others’ mistakes, do not focus on 
blame, focus solely on lessons learned and process 
improvement.  Blaming degrades process safety 
culture. It deters others from reporting problems, near 
misses, errors, and mistakes that may develop into 
severe events at some later time.
An error now may cause a disaster in the future !"
"202207beaconenglish","©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.
aiche.org/ccps www.iomosaic.com
©AIChE 2022. All rights reserved. Reproduction for non -commercial, educational purposes is encouraged. However, reproduction for any commercial 
purpose without express written consent of AIChE is strictly prohibited. Contact us at ccps_beacon@aiche.org or +1 646 -495-1371.July 2022
A plant experienced a piping leak and could not 
shutdown to properly repair it. Using their leak 
clamp procedure, they consulted the required 
experts and approved use of a temporary clamp 
for 6 months. After that time, the status of the 
clamp was to be reviewed, evaluated and if 
acceptable, reapproved by the proper people. 
Two years later this clamp started to leak. The 
reevaluations and reapprovals had not taken 
place and the clamp remained in service for 
much longer than allowed by the company’s 
policies and procedures. 
A pipe clamp is a temporary solution when 
proper repairs cannot be made. It is weaker than 
the original piping. Besides, the underlying 
problem that led to the first leak is still there. It 
has to be fixed eventually. Pipe clamps are not 
meant to be “permanent” solutions. 
All temporary changes need to be managed 
under the company’s Management of Change 
process. And best practice is to enter a 
“turnaround” type work -order so maintenance 
can plan to repair/replace the leaking pipe at the 
next turnaround. 
Temporary means TemporaryPipe clamps are one of several types of Engineered 
clamp -on leak -sealing devices. They place a pressure -
envelope around the location of the leak, then use 
pumped -in polymers to fill their internal space and seal up 
any gaps. They are effective temporary ways to stop a 
leak.
All changes to a hazardous process should be reviewed, 
approved and managed under your site’s Management of 
Change (MOC) process. 
Pipe clamps are not intended to last forever. Eventually, 
the pipe or valve should be replaced with one built to 
conform to the original pipe specification.  
It is easy to lose track of a temporary repair like a pipe 
clamp even though it can be seen. 
The goal of asset integrity systems is to maintain the 
reliability of the process equipment. When these systems 
are not followed, the equipment reliability declines, and 
safety is compromised.
A by-passed control loop or device may not be as obvious.
When you see a temporary repair, ask your supervisor 
about it. Your question may point out an overdue review 
or inspection.
Each temporary repair should have an approved 
temporary MOC associated with it. Temporary MOCs 
must be managed rigorously –including a regular check 
and re -authorization until it can be replaced at the next 
turnaround with a permanent solution. 
Various components of the process can be temporarily by -
passed for inspection or calibration. If you see this during 
your rounds, point it out to your supervisor. Do not change 
this unless you have been authorized.
Control systems that are by -passed can be more difficult 
to find. Some control systems can list which control loops 
are in by -pass, are deactivated or are out of service. Figure 1. A temporary Pipe clamp over a valve that 
had been leakingDid You Know?
What Can You Do?This issue sponsored by
Messages for Manufacturing Personnel
www.aiche.org/ccps/process -safety -beacon  
Manage Temporary Changes –Including Clamps!
"
